Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
107,Anthony Black,21,ORL,PG,78,10,1887,11.6,0.521,0.315,0.318,3,11.4,7,19.4,2.3,2.4,16.4,19.6,-0.6,3,2.4,0.061,-3.1,1.2,-1.9,0,,blackan01
108,Josh Green,24,CHO,SG,68,67,1887,7.8,0.559,0.589,0.171,3.1,6.7,4.9,8.2,1.9,0.8,13.4,11.8,0.4,1,1.5,0.037,-4.5,0.2,-4.3,-1.1,,greenjo02
109,Nic Claxton,25,BRK,C,70,62,1882,16.5,0.569,0.037,0.271,9,22.7,15.5,13.7,1.6,5.3,12,16.8,1.8,2.5,4.3,0.11,-1.1,1.5,0.4,1.1,,claxtni01
110,Andrew Nembhard,25,IND,SG,65,65,1881,11.7,0.545,0.325,0.252,2,10.7,6.4,22.5,2,0.5,15.8,16.3,1.1,1.7,2.8,0.071,-2.6,0.3,-2.3,-0.1,,nembhan01
111,Cason Wallace,21,OKC,SG,68,43,1876,12.3,0.562,0.425,0.076,4.1,8.8,6.5,11.5,3.1,1.9,10.5,12.8,1.8,3.4,5.2,0.133,-1.5,2.6,1,1.5,,wallaca01
112,Derrick Jones Jr.,27,LAC,SF,77,55,1873,13.5,0.609,0.372,0.2,5.7,10.1,8,4.6,2.1,1.7,9.3,16.5,2.1,2.6,4.7,0.12,-1,0.7,-0.3,0.8,,jonesde02
113,Rui Hachimura,26,LAL,PF,59,57,1869,13.6,0.619,0.429,0.196,4.9,12.6,8.9,6.4,1.2,1.3,7.3,15.8,2.8,1.5,4.3,0.11,-0.1,-0.6,-0.7,0.6,,hachiru01
114,RJ Barrett,24,TOR,SF,58,58,1869,16.5,0.547,0.312,0.317,3.4,17.9,10.5,27.3,1.2,0.9,12.9,28.7,0.6,1.7,2.4,0.061,1.2,-0.7,0.6,1.2,,barrerj01
115,Buddy Hield,32,GSW,SG,82,22,1863,12.3,0.56,0.698,0.081,2.9,12.7,7.6,10.7,1.8,1.2,10.1,20.5,0.6,2.2,2.8,0.073,-0.7,-0.3,-1,0.5,,hieldbu01
116,Trey Murphy III,24,NOP,SF,53,51,1854,17.3,0.598,0.522,0.274,2.7,13.2,7.8,15.9,1.5,2,9.9,23.7,3,0.5,3.5,0.091,2.1,-1.4,0.8,1.3,,murphtr02
117,Zaccharie Risacher,19,ATL,SF,75,73,1843,12.2,0.558,0.442,0.191,5,11.1,8,7.1,1.3,1.8,9.8,20.9,0.6,1.1,1.8,0.046,-1.7,-1.8,-3.5,-0.7,ROY-2,risacza01
118,Andrew Wiggins,29,2TM,SF,60,60,1842,16.4,0.566,0.415,0.306,5.1,10.8,7.9,13.5,1.6,2.6,9.4,24.5,1.9,2.1,4,0.104,1.2,-0.3,0.9,1.4,,wiggian01
118,Andrew Wiggins,29,GSW,SF,43,43,1296,16.4,0.566,0.422,0.304,5.3,11.2,8.2,12.2,1.5,2.4,7.7,23.5,1.7,1.5,3.2,0.119,1.4,-0.4,1,1,,wiggian01
118,Andrew Wiggins,29,MIA,SF,17,17,546,16.4,0.566,0.398,0.311,4.7,9.8,7.3,16.5,1.8,3,13.1,26.7,0.2,0.6,0.8,0.069,0.8,-0.1,0.7,0.4,,wiggian01
119,Isaiah Collier,20,UTA,PG,71,46,1839,9.7,0.494,0.305,0.277,1.9,11.8,6.9,34.3,1.7,0.8,25,18.9,-1.3,0.5,-0.8,-0.021,-3.8,-1.5,-5.3,-1.6,,colliis01
120,Keldon Johnson,25,SAS,SF,77,0,1838,15.6,0.572,0.356,0.252,6.5,15.1,10.8,10.2,1.3,1.1,8.3,21.6,2.2,1,3.2,0.083,0,-1.6,-1.6,0.2,,johnske04
121,Royce O'Neale,31,PHO,SF,75,22,1837,12.6,0.585,0.774,0.046,3.3,17.5,10.6,12.3,1.8,1.7,10.1,15.5,1.6,1.2,2.8,0.073,0.2,-0.1,0.1,1,,onealro01
122,P.J. Washington,26,DAL,PF,57,56,1835,14,0.556,0.359,0.298,5,20.9,13.1,10.1,1.7,2.8,13.6,20.4,0.3,2.1,2.4,0.062,-1.1,0.2,-0.9,0.5,,washipj01
123,CJ McCollum,33,NOP,PG,56,56,1832,15.8,0.55,0.459,0.173,2.4,10.3,6.2,20.6,1.2,1.3,9,27.2,1.3,0.2,1.5,0.038,1.2,-2.6,-1.4,0.3,,mccolcj01
124,Haywood Highsmith,28,MIA,SF,74,42,1818,9.9,0.583,0.596,0.11,4.4,10.8,7.7,8.4,1.9,2,11.6,11.3,1.3,2.1,3.3,0.088,-2.7,0.9,-1.9,0.1,,highsha01
125,Dorian Finney-Smith,31,2TM,PF,63,40,1818,10.1,0.604,0.722,0.103,5,10.4,7.7,6.9,1.6,1.2,11,12.3,1.5,1.4,2.9,0.078,-1.1,0.1,-1,0.5,,finnedo01
125,Dorian Finney-Smith,31,BRK,PF,20,20,579,12.2,0.613,0.679,0.151,5.8,12.3,8.9,8.2,1.5,2.1,9.6,14.2,0.7,0.5,1.1,0.094,-0.1,0.1,0,0.3,,finnedo01
125,Dorian Finney-Smith,31,LAL,PF,43,20,1239,9.2,0.598,0.746,0.076,4.6,9.5,7.1,6.3,1.6,0.8,11.8,11.5,0.9,0.9,1.8,0.07,-1.6,0.1,-1.5,0.2,,finnedo01
126,Alex Sarr,19,WAS,C,67,67,1814,12.9,0.482,0.412,0.199,7.1,17.9,12.5,13.9,1.2,5,11.2,23.5,-1.6,1.3,-0.3,-0.007,-2.2,-1,-3.3,-0.6,ROY-4,sarral01
127,Kyrie Irving,32,DAL,SG,50,50,1804,19.9,0.594,0.38,0.226,3.7,10.6,7.2,20.5,1.8,1.1,9.7,27.4,3.4,1.3,4.6,0.124,3.9,-0.5,3.4,2.5,CPOY-10AS,irvinky01
128,Kyshawn George,21,WAS,SG,68,38,1802,8.8,0.503,0.648,0.17,2.8,13.7,8.2,13.3,1.8,2.5,14.2,15.9,-0.9,1.1,0.1,0.003,-3.8,-0.3,-4.1,-0.9,,georgky01
129,Cameron Johnson,28,BRK,PF,57,57,1800,18.2,0.632,0.546,0.301,3.3,12.8,7.8,18.5,1.5,1.4,10.5,22.9,3.8,1.3,5.1,0.137,3.5,-0.4,3.1,2.3,,johnsca02
130,Duncan Robinson,30,MIA,SF,74,37,1786,11.8,0.595,0.729,0.08,1.1,9.1,5.2,14.7,1.1,0.3,11.1,19.2,1.3,1.4,2.7,0.071,-0.7,-1.1,-1.7,0.1,,robindu01
131,Kris Dunn,30,LAC,PG,74,58,1783,11.3,0.531,0.513,0.05,3.4,12.4,8,15.6,3.5,1.5,14.2,12.7,0.8,3.2,4,0.108,-2.8,3.4,0.6,1.2,,dunnkr01
132,Luka Dončić,25,2TM,PG,50,50,1769,24.1,0.587,0.469,0.385,2.6,22.6,12.8,36.1,2.5,1.1,13,33.9,3.5,2.4,5.9,0.16,5.5,1.2,6.7,3.9,,doncilu01
132,Luka Dončić,25,DAL,PG,22,22,785,24.2,0.584,0.455,0.313,2.3,22.7,12.7,36.7,2.7,1,12.4,33.1,1.5,1.1,2.5,0.155,5.5,1.4,6.9,1.8,,doncilu01
132,Luka Dončić,25,LAL,PG,28,28,984,23.9,0.59,0.481,0.445,2.8,22.5,12.9,35.6,2.2,1.1,13.5,34.5,2,1.4,3.4,0.164,5.5,1.1,6.5,2.1,,doncilu01
133,Scoot Henderson,20,POR,PG,66,10,1759,12.5,0.54,0.434,0.301,3.1,9.2,6.1,28.1,1.9,0.7,18.6,22.5,0.4,1.4,1.8,0.049,-1.4,-0.8,-2.2,-0.1,,hendesc01
134,Wendell Carter Jr.,25,ORL,C,68,51,1758,13.7,0.544,0.322,0.356,9.4,23.4,16,11.5,1.5,2.2,11.9,16,1.6,3,4.6,0.125,-2.2,0.9,-1.2,0.3,,cartewe01
135,Collin Sexton,26,UTA,SG,63,61,1758,16.6,0.593,0.313,0.29,3.7,6.8,5.2,25.1,1.3,0.3,14.1,27,2.5,-0.1,2.4,0.066,1.7,-2.3,-0.6,0.6,,sextoco01
136,Mike Conley,37,MIN,PG,71,64,1756,13.3,0.573,0.662,0.192,2.1,9.3,5.7,24.5,2.2,0.7,12.9,14.4,3,2.2,5.2,0.142,-0.1,1.3,1.2,1.4,,conlemi01
137,Amir Coffey,27,LAC,SG,72,13,1748,11.2,0.614,0.484,0.253,2.1,8.2,5.2,6.1,1.1,0.4,7.4,15.3,2.4,1.7,4,0.111,-1.5,-0.2,-1.7,0.1,,coffeam01
138,Jimmy Butler,35,2TM,SF,55,55,1746,22.4,0.626,0.174,0.657,7.7,10.8,9.2,25.5,2.2,1,8.8,20.8,6.6,2,8.7,0.238,4,1,4.9,3,,butleji01
138,Jimmy Butler,35,MIA,PF,25,25,766,22.8,0.638,0.137,0.612,8,10.9,9.4,24.2,1.8,1.3,8.2,21.1,2.9,0.8,3.7,0.233,4.2,0.6,4.8,1.3,,butleji01
138,Jimmy Butler,35,GSW,SF,30,30,980,22.2,0.617,0.204,0.692,7.5,10.7,9.1,26.5,2.5,0.8,9.2,20.6,3.7,1.2,4.9,0.242,3.8,1.2,5,1.7,,butleji01
139,Aaron Wiggins,26,OKC,SG,76,26,1744,16.1,0.596,0.466,0.122,5.1,12.9,9.1,10.6,1.7,1,8.3,20.3,2.7,2.7,5.4,0.148,1.3,-0.2,1.1,1.4,,wiggiaa01
140,Walker Kessler,23,UTA,C,58,58,1740,20,0.66,0.081,0.363,16.6,27.1,21.9,8.3,1,7.4,15,13.7,3.6,1.8,5.4,0.149,1.1,0.7,1.8,1.7,,kesslwa01
141,De'Andre Hunter,27,2TM,SF,64,9,1740,15.9,0.623,0.509,0.333,2.7,13.4,8.1,7.5,1.4,0.7,8.6,22.8,3,1.4,4.4,0.122,1.2,-0.8,0.4,1,6MOY-4,huntede01
141,De'Andre Hunter,27,ATL,SF,37,4,1064,15.8,0.616,0.502,0.358,2.7,12.5,7.5,7.8,1.4,0.4,9.4,24.2,1.6,0.6,2.2,0.1,0.9,-1.4,-0.4,0.4,,huntede01
141,De'Andre Hunter,27,CLE,SF,27,5,676,16.2,0.634,0.522,0.289,2.8,15,9.1,7.1,1.4,1.1,7,20.5,1.4,0.8,2.2,0.157,1.6,0,1.6,0.6,,huntede01
142,Ochai Agbaji,24,TOR,SG,64,45,1739,12,0.601,0.474,0.09,3.7,11.4,7.5,7.9,1.6,1.6,8.9,14.6,1.6,1.5,3.1,0.087,-0.9,0.2,-0.7,0.5,,agbajoc01
143,Brandin Podziemski,21,GSW,SG,64,33,1716,14.4,0.557,0.491,0.151,4,16.8,10.2,18.7,2,0.7,10.1,18.3,1.9,2.3,4.2,0.117,-0.1,0.8,0.7,1.2,,podzibr01
144,Jabari Smith Jr.,21,HOU,PF,57,39,1716,12.6,0.562,0.489,0.223,6.4,18.6,12.4,4.7,0.7,2.1,8.9,16.4,1.9,2.2,4.2,0.117,-0.8,0.1,-0.7,0.6,,smithja05
145,Anthony Davis,31,2TM,C,51,51,1706,26.3,0.588,0.136,0.405,9.1,29.1,19.4,18.3,1.7,6,9.5,30.4,3.7,3,6.7,0.188,3.9,1.5,5.4,3.2,AS,davisan02
145,Anthony Davis,31,LAL,C,42,42,1440,27.1,0.601,0.124,0.423,9.6,28.9,19.5,17.1,1.8,5.9,9.4,30.2,3.6,2.6,6.2,0.207,4.5,1.5,6,2.9,,davisan02
145,Anthony Davis,31,DAL,PF,9,9,266,21.7,0.52,0.197,0.316,6.3,30.5,18.6,24.7,0.9,6.4,10.4,31.2,0.1,0.4,0.5,0.088,1.2,1.3,2.5,0.3,,davisan02
146,Bradley Beal,31,PHO,SG,53,38,1702,15.2,0.598,0.38,0.197,2.3,9.1,5.8,17.6,1.7,1.5,11.6,22.1,1.9,0.6,2.4,0.068,-0.1,-1,-1.1,0.4,,bealbr01
147,Georges Niang,31,2TM,PF,79,3,1697,11.2,0.607,0.66,0.094,3.1,14.3,8.7,8.8,0.8,0.8,11.3,17.9,1.5,1.4,2.9,0.081,-1.1,-1.2,-2.3,-0.1,,niangge01
147,Georges Niang,31,CLE,PF,51,1,1053,11.1,0.617,0.647,0.083,3.6,15.5,9.7,8.3,0.8,0.6,11.7,16.5,1.1,1.1,2.2,0.099,-1.3,-0.5,-1.8,0.1,,niangge01
147,Georges Niang,31,ATL,PF,28,2,644,11.4,0.595,0.676,0.107,2.2,12.2,7.1,9.6,0.8,1,10.7,20.3,0.4,0.3,0.7,0.051,-0.8,-2.3,-3.1,-0.2,,niangge01
148,Jakob Poeltl,29,TOR,C,57,56,1686,20,0.641,0.005,0.249,11.7,23.3,17.4,14.5,1.9,4,14.7,18.7,3,2.5,5.5,0.158,0.7,1.3,2,1.7,,poeltja01
149,Scotty Pippen Jr.,24,MEM,PG,79,21,1683,15.8,0.582,0.369,0.288,4.1,12.1,8.1,27.1,2.8,1.6,17.1,19.3,2.4,2.3,4.7,0.133,0,1.8,1.9,1.7,,pippesc02
150,Kevin Huerter,26,2TM,SG,69,31,1679,11.3,0.544,0.647,0.081,2,11.3,6.7,12.6,1.9,1.3,9.7,17.5,0.6,1.3,1.9,0.054,-1.8,-0.2,-2,0,,huertke01
150,Kevin Huerter,26,SAC,SG,43,15,899,10.6,0.524,0.661,0.09,2.4,12.6,7.5,11,2,1.7,10.3,17.2,0.1,0.8,0.8,0.044,-2.3,0,-2.3,-0.1,,huertke01
150,Kevin Huerter,26,CHI,SG,26,16,780,12,0.566,0.633,0.071,1.5,9.8,5.7,14.4,1.8,0.8,9,17.8,0.5,0.6,1.1,0.066,-1.2,-0.3,-1.5,0.1,,huertke01
151,Santi Aldama,24,MEM,PF,65,16,1660,16.8,0.588,0.503,0.145,6.1,20.3,13.3,15.2,1.5,1.6,9.3,18.5,2.9,2,5,0.144,2.5,0.7,3.2,2.2,,aldamsa01
152,A.J. Green,25,MIL,SG,73,7,1659,9.2,0.621,0.856,0.064,1.2,9.8,5.7,8.5,1.1,0.4,8.4,12.6,1.6,1.3,2.8,0.082,-1.7,-0.4,-2.2,-0.1,,greenaj01
153,Al Horford,38,BOS,C,60,42,1659,12.9,0.563,0.681,0.082,5.2,18.9,12.1,10.4,1.1,2.8,8.8,13.8,2,2.4,4.4,0.129,0.1,1.1,1.2,1.3,,horfoal01
154,Terry Rozier,30,MIA,PG,64,23,1658,10.5,0.497,0.485,0.17,3,12.8,7.9,14.8,1.1,0.8,10.3,20.4,-0.5,1.5,1,0.029,-2.6,-1,-3.7,-0.7,,roziete01
155,Peyton Watson,22,DEN,SF,68,18,1656,11.4,0.564,0.318,0.32,3.3,11.8,7.7,7,1.4,5,10.3,13.9,1,1.5,2.5,0.073,-2.1,0.3,-1.8,0.1,,watsope01
156,Moses Moody,22,GSW,SG,74,34,1649,12.4,0.578,0.593,0.234,3.3,9.2,6.2,8.3,1.7,1.8,7.9,17.4,1.7,1.8,3.5,0.102,-0.9,0,-0.9,0.5,,moodymo01
157,Tristan Da Silva,23,ORL,SF,74,38,1629,9.9,0.522,0.495,0.13,4.9,12.7,8.6,10.3,1,1.1,9.9,15.2,0.5,1.9,2.5,0.073,-2.3,-0.3,-2.6,-0.3,,dasiltr01
158,Donte DiVincenzo,28,MIN,SG,62,10,1606,14.1,0.582,0.739,0.106,2.2,13.3,7.9,20.2,2.2,1,13.8,19.4,1.6,2.2,3.9,0.115,0.8,1.1,1.9,1.6,,divindo01
159,Isaiah Joe,25,OKC,SG,74,16,1604,14,0.617,0.793,0.095,2.8,10.1,6.6,9.7,1.4,0.6,5.8,17.2,2.9,2.2,5.1,0.153,1.4,-0.1,1.3,1.4,,joeis01
160,Corey Kispert,25,WAS,SF,61,0,1602,11,0.584,0.584,0.156,2.3,9.5,5.9,9.7,0.8,0.8,9.6,17.5,1,0.1,1.1,0.032,-1.4,-2.2,-3.7,-0.7,,kispeco01
161,Caris LeVert,30,2TM,SG,64,3,1596,15.2,0.582,0.474,0.259,2.8,11,6.9,18.1,1.7,1.9,10.2,19.4,2.4,1.6,4,0.119,0.8,0.1,0.9,1.2,,leverca01
161,Caris LeVert,30,CLE,SF,38,3,904,14.4,0.58,0.497,0.279,2.7,9.9,6.4,20,1.8,1.9,13.2,18.1,1.3,1,2.3,0.124,0.5,0.7,1.2,0.7,,leverca01
161,Caris LeVert,30,ATL,SG,26,0,692,16.2,0.583,0.452,0.239,2.9,12.5,7.6,15.7,1.6,1.9,7,21.2,1.1,0.5,1.6,0.112,1.1,-0.7,0.4,0.4,,leverca01
162,Miles McBride,24,NYK,SG,64,10,1593,12.6,0.531,0.57,0.117,3.4,8.1,5.8,15.6,2.1,1,6.7,16.8,1.8,1.4,3.2,0.098,-0.4,0.4,0,0.8,,mcbrimi01
163,Isaiah Hartenstein,26,OKC,C,57,53,1590,18.9,0.599,0.04,0.244,11.2,29.6,20.6,18.3,1.4,3.9,15.3,16.7,3.2,3.6,6.8,0.205,0.6,2.6,3.2,2.1,,harteis01
164,Gradey Dick,21,TOR,SG,54,54,1587,10.9,0.543,0.504,0.24,2.9,10.3,6.5,8.9,1.5,0.6,10.4,21,0.2,1.2,1.4,0.042,-1.9,-1.3,-3.2,-0.5,,dickgr01
165,Paolo Banchero,22,ORL,PF,46,46,1582,20,0.551,0.299,0.423,3.5,22.4,12.5,26,1.1,1.7,11.2,33.6,1.1,2.4,3.5,0.106,3.4,0.2,3.5,2.2,,banchpa01
166,Patrick Williams,23,CHI,PF,63,36,1576,9,0.512,0.527,0.161,2.9,12.7,7.9,10.3,1.4,1.8,13.5,16.9,-0.9,1.3,0.4,0.012,-3,-0.7,-3.7,-0.7,,willipa01
167,Obi Toppin,26,IND,PF,79,4,1545,17.4,0.642,0.503,0.19,4.1,18.7,11.5,11.9,1.4,1.6,9.5,20.1,2.7,1.6,4.3,0.135,1.8,-0.1,1.7,1.4,,toppiob01
168,Grayson Allen,29,PHO,SG,64,7,1544,13.7,0.631,0.716,0.233,2.5,11.3,7,12.5,1.7,1.2,12.2,17.6,2,0.6,2.5,0.079,0.7,-1,-0.3,0.7,,allengr01
169,Sam Hauser,27,BOS,PF,71,19,1541,12.8,0.632,0.842,0.023,3.1,12.7,7.9,5.8,1.3,0.8,4.6,14.3,2.6,1.8,4.4,0.136,0.9,-0.1,0.8,1.1,,hausesa01
170,Ziaire Williams,23,BRK,SF,63,45,1541,11.9,0.55,0.581,0.237,4.3,17.5,10.6,8.5,2,1.8,10.5,18.2,0.5,1.6,2.1,0.065,-2.2,-0.1,-2.3,-0.1,,willizi02
171,Gabe Vincent,28,LAL,PG,72,11,1527,7.4,0.536,0.736,0.05,1.5,5.2,3.4,8.7,1.6,0.8,8.7,13.5,0.3,1,1.3,0.039,-3.8,-0.1,-4,-0.8,,vincega01
172,Victor Wembanyama,21,SAS,C,46,46,1527,24.2,0.594,0.47,0.221,5.7,29.8,17.7,18.3,1.6,10.4,13.7,30.4,1,2.8,3.8,0.118,3.6,2.9,6.5,3.3,AS,wembavi01
173,Jerami Grant,30,POR,PF,47,47,1524,10.9,0.523,0.516,0.289,1.8,10,5.8,9.5,1.3,2.7,9.1,19.4,0.6,1.2,1.8,0.057,-1.4,-0.3,-1.6,0.1,,grantje01
174,Jonas Valančiūnas,32,2TM,C,81,21,1524,20.8,0.602,0.059,0.263,13.3,30.7,22,17.6,1.2,2.8,14.6,22.8,2.6,1.7,4.3,0.137,0.8,-0.1,0.6,1,,valanjo01
174,Jonas Valančiūnas,32,WAS,C,49,12,983,20.6,0.602,0.064,0.251,12.6,30.2,21.4,18.8,1.1,2.6,15.8,23.8,1.3,1,2.3,0.112,0.8,-0.5,0.4,0.6,,valanjo01
174,Jonas Valančiūnas,32,SAC,C,32,9,541,21.1,0.604,0.049,0.288,14.5,31.7,23.1,15.3,1.4,3.3,12.2,20.9,1.3,0.7,2.1,0.183,0.6,0.5,1.1,0.4,,valanjo01
175,Kyle Filipowski,21,UTA,C,72,27,1522,14.9,0.594,0.425,0.276,8,23.1,15.6,13.9,1.5,1.4,14.9,18.7,1.5,1,2.5,0.078,-0.6,-0.3,-1,0.4,,filipky01
176,Ja Morant,25,MEM,PG,50,50,1519,19.3,0.563,0.321,0.359,2.4,11.8,7.1,36,1.9,0.7,15.2,32.2,2,1.5,3.5,0.112,3.1,-0.7,2.4,1.7,,moranja01
177,Matas Buzelis,20,CHI,SF,80,31,1511,12.5,0.571,0.479,0.195,3.9,15.2,9.6,7.2,0.9,4.3,10.9,18.7,0.5,1.4,1.9,0.06,-2,-0.5,-2.5,-0.2,ROY-7,buzelma01
178,LaMelo Ball,23,CHO,PG,47,47,1505,19.1,0.536,0.526,0.228,3.3,13.4,8.2,43.8,1.8,0.8,13.1,35.9,0.9,1.1,2,0.065,4.1,-0.9,3.2,2,,ballla01
179,Dalton Knecht,23,LAL,SF,78,16,1494,12.7,0.594,0.61,0.151,2.9,13.1,8.1,6.5,0.8,0.5,5.9,18.5,1.7,1,2.7,0.086,-0.1,-1.7,-1.8,0.1,,knechda01
180,Kevin Porter Jr.,24,2TM,SG,75,4,1482,15.4,0.531,0.271,0.259,3.2,17.3,10.4,25.9,2.7,0.9,15.8,25.4,-0.1,2.3,2.2,0.072,-1.6,0.9,-0.6,0.5,,porteke02
180,Kevin Porter Jr.,24,LAC,SG,45,2,884,12.1,0.476,0.26,0.187,3.8,16.5,10.3,24.5,2.4,1.2,16,25.9,-1.2,1.4,0.2,0.011,-3.2,0.7,-2.5,-0.1,,porteke02
180,Kevin Porter Jr.,24,MIL,SG,30,2,598,20.2,0.616,0.29,0.38,2.5,18.3,10.7,28,3.1,0.3,15.4,24.8,1.1,0.9,2,0.163,0.9,1.2,2.1,0.6,,porteke02
181,D'Angelo Russell,28,2TM,PG,58,36,1480,14,0.522,0.564,0.227,1.5,11,6.2,31.2,1.9,1.5,13.3,24,0.7,1.3,1.9,0.063,0,-0.4,-0.4,0.6,,russeda01
181,D'Angelo Russell,28,LAL,PG,29,10,763,13,0.537,0.54,0.17,1.2,10.3,5.9,26.2,1.5,0.5,13,22.1,0.4,0.6,1,0.063,-0.7,-1,-1.7,0.1,,russeda01
181,D'Angelo Russell,28,BRK,PG,29,26,717,15.1,0.508,0.587,0.281,1.8,11.6,6.5,36.6,2.3,2.6,13.6,25.9,0.2,0.7,0.9,0.063,0.8,0.2,1,0.5,,russeda01
182,Lauri Markkanen,27,UTA,PF,47,47,1476,15.6,0.571,0.57,0.264,5.3,14.9,10.1,7.5,1.1,1.1,7.8,24,1.8,0.3,2.2,0.07,1.8,-2.1,-0.3,0.7,,markkla01
183,Luke Kennard,28,MEM,SG,65,11,1472,13.6,0.631,0.606,0.132,2.7,10.4,6.6,18.5,1.6,0.3,13.6,14.5,2.6,1.3,3.9,0.127,0.9,0.2,1.1,1.2,,kennalu01
184,Jamal Shead,22,TOR,PG,75,11,1467,9.9,0.499,0.442,0.137,2.1,6.4,4.2,29.8,1.9,0.7,18,18.6,-0.2,1.1,0.8,0.027,-3.2,-0.9,-4.1,-0.8,,sheadja01
185,Aaron Gordon,29,DEN,PF,51,42,1447,17,0.65,0.346,0.36,6.4,12.1,9.4,15,0.8,0.9,11.3,19,3.6,0.7,4.3,0.143,2.7,-1.5,1.2,1.2,,gordoaa01
186,Isaiah Stewart,23,DET,C,72,4,1434,14.6,0.616,0.168,0.276,10.1,20.6,15.4,11.3,0.9,6.7,16.1,12.4,2.1,2.2,4.3,0.144,-1.6,2.1,0.6,0.9,,stewais01
187,Brice Sensabaugh,21,UTA,SF,71,15,1432,13.4,0.612,0.621,0.122,3.2,12.6,7.9,12,1.5,0.5,14.5,21.5,0.9,0.3,1.2,0.042,0.4,-1.6,-1.2,0.3,,sensabr01
188,Goga Bitadze,25,ORL,C,70,42,1430,19.2,0.631,0.083,0.392,12.7,25,18.6,14.8,1.7,6.6,15.3,14.3,2.8,3,5.8,0.195,-0.3,2.8,2.5,1.6,,bitadgo01
189,Kel'el Ware,20,MIA,C,64,36,1422,17.4,0.603,0.239,0.144,9.1,27.5,18.4,6.5,1.4,4.8,10.4,17.2,1.7,2.5,4.1,0.14,-0.7,0.6,-0.1,0.7,ROY-6,wareke01
190,Tari Eason,23,HOU,PF,57,16,1420,18.5,0.567,0.329,0.186,9.4,17.9,13.6,8.5,3.3,3.2,9.7,19.4,2.1,2.9,5,0.169,1,2.6,3.6,2,,easonta01
191,Zach Edey,22,MEM,C,66,55,1416,18.2,0.624,0.12,0.293,17.5,23.4,20.5,6.1,1.2,5.5,15.3,16.4,2.7,2.2,4.9,0.165,-0.2,0.1,-0.1,0.7,ROY-5,edeyza01
192,T.J. McConnell,32,IND,PG,79,1,1415,18.4,0.547,0.079,0.123,3.5,11.6,7.6,37,2.8,1.3,14.2,23.4,1.5,1.7,3.2,0.109,0.6,0.6,1.2,1.2,,mccontj01
193,Terance Mann,28,2TM,SG,67,13,1414,12,0.584,0.395,0.165,5.3,10.4,7.8,11.7,1.6,1,9.6,14.7,1.7,1.3,3,0.101,-1.4,0,-1.3,0.2,,mannte01
193,Terance Mann,28,LAC,SG,37,12,732,10.5,0.533,0.385,0.164,5,11.4,8.3,10.9,1.9,1.5,10.7,14,0.4,1,1.4,0.093,-2.5,1.2,-1.3,0.1,,mannte01
193,Terance Mann,28,ATL,SG,30,1,682,13.7,0.629,0.404,0.165,5.6,9.2,7.4,12.5,1.3,0.5,8.6,15.4,1.3,0.3,1.6,0.111,-0.1,-1.2,-1.3,0.1,,mannte01
194,Ryan Dunn,22,PHO,SF,74,44,1410,10.7,0.517,0.553,0.082,7.5,13.5,10.6,5.7,1.5,2.7,7.5,16.7,0.2,0.7,1,0.034,-2.9,-1.2,-4.1,-0.7,,dunnry01
195,Sam Merrill,28,CLE,SG,71,4,1401,11.1,0.583,0.868,0.068,3,8.9,6.1,9.6,1.8,0.9,7.4,14.3,1.8,1.5,3.3,0.113,-0.4,0.7,0.3,0.8,,merrisa01
196,Ayo Dosunmu,25,CHI,SG,46,26,1394,12.8,0.585,0.421,0.176,2,10,6.1,20.2,1.4,1.1,12.5,16.6,1.6,1,2.5,0.087,-1.4,-0.2,-1.6,0.1,,dosunay01
197,Ty Jerome,27,CLE,SG,70,3,1393,21,0.643,0.409,0.239,4,9.3,6.7,24.5,2.7,0.2,11.9,23.6,4.2,1.8,5.9,0.204,3.5,0.8,4.3,2.2,6MOY-3,jeromty01
198,Julian Strawther,22,DEN,SG,65,4,1384,9.5,0.559,0.553,0.185,1.4,9.5,5.6,7.6,1.4,1,9.8,17.8,0.5,0.8,1.3,0.043,-3.1,-1.4,-4.5,-0.9,,strawju01
199,Nick Smith Jr.,20,CHO,SG,60,27,1369,8.3,0.502,0.539,0.081,1,9.1,5,16.7,0.6,0.4,12.2,20.8,-0.9,0.3,-0.5,-0.019,-3.2,-2.6,-5.7,-1.3,,smithni01
200,Jaime Jaquez Jr.,23,MIA,SF,66,17,1368,14.3,0.543,0.258,0.307,6.8,16.5,11.7,17.9,2.2,1,15.7,20.2,0.5,1.8,2.3,0.081,-1.4,0.5,-0.9,0.4,,jaqueja01
201,Nicolas Batum,36,LAC,PF,78,8,1367,10.3,0.633,0.853,0.088,4,14,9,7.8,1.9,2.6,12.1,9,1.5,2,3.5,0.124,-1.2,2,0.8,1,,batumni01
202,Jose Alvarado,26,NOP,PG,56,23,1366,13.4,0.523,0.593,0.142,2.1,8.9,5.4,27.3,2.6,1,13.4,19.8,0.7,0.5,1.2,0.043,-0.6,-0.8,-1.4,0.2,,alvarjo01
203,Jeremy Sochan,21,SAS,PF,54,23,1364,15.9,0.589,0.194,0.267,10,17.7,13.8,13.7,1.6,1.8,13.8,19,1.7,1.1,2.7,0.096,-0.8,-0.4,-1.2,0.3,,sochaje01
